id,match
101,1
1039,1
1051,1
1052,1
1072,1
1076,1
1078,1
1084,1
1110,1
1112,1
1116,1
1127,1
1150,1
1194,1
1233,1
1247,1
125,1
1254,1
1289,1
1299,1
1302,1
1311,1
133,1
1332,1
1338,1
1400,1
1411,1
1450,1
1453,1
1487,1
1535,1
1538,1
1604,1
1662,1
1682,1
1689,1
1696,1
1699,1
1704,1
1730,1
1732,1
177,1
1783,1
1796,1
1799,1
1800,1
1807,1
181,1
1819,1
1850,1
1871,1
1881,1
1889,1
1910,1
1959,1
1977,1
1984,1
2016,1
2026,1
207,1
2073,1
2099,1
2103,1
2104,1
2157,1
2168,1
217,1
2189,1
2208,1
2236,1
2271,1
2276,1
2285,1
2330,1
2351,1
2393,1
2398,1
2400,1
2415,1
2428,1
2461,1
2476,1
2492,1
2509,1
2525,1
2530,1
2535,1
2557,1
2569,1
2615,1
2629,1
2646,1
2668,1
2675,1
2681,1
2720,1
2738,1
2743,1
2815,1
2852,1
2854,1
2881,1
2884,1
2903,1
2908,1
2912,1
292,1
2964,1
2969,1
2985,1
2986,1
2996,1
3024,1
304,1
3048,1
3059,1
3062,1
307,1
3105,1
3158,1
3159,1
3160,1
3166,1
3176,1
3179,1
3219,1
3262,1
3323,1
3362,1
3395,1
3396,1
3476,1
3492,1
3497,1
3501,1
3512,1
352,1
3556,1
3558,1
3559,1
3571,1
3583,1
3588,1
359,1
3592,1
3670,1
369,1
3703,1
3705,1
3716,1
3736,1
3747,1
3789,1
3844,1
3867,1
3877,1
3879,1
3882,1
3919,1
3982,1
4024,1
4078,1
4083,1
4100,1
4125,1
4141,1
4145,1
4168,1
4171,1
4176,1
4206,1
4227,1
424,1
434,1
4347,1
435,1
4361,1
4428,1
4488,1
4489,1
4491,1
4494,1
4502,1
4550,1
4568,1
4583,1
4596,1
460,1
4607,1
4638,1
4651,1
4711,1
4738,1
4757,1
4759,1
4762,1
4785,1
4805,1
4833,1
4860,1
4870,1
4886,1
4892,1
4914,1
4917,1
4935,1
4952,1
4976,1
4987,1
5004,1
5005,1
5016,1
5059,1
5110,1
5128,1
514,1
5173,1
5183,1
52,1
5217,1
5225,1
5262,1
527,1
5334,1
5369,1
5455,1
5482,1
5487,1
5501,1
5524,1
5534,1
5540,1
5546,1
5547,1
5562,1
557,1
5570,1
5600,1
5607,1
561,1
5631,1
5633,1
5635,1
5654,1
5656,1
5672,1
5704,1
5707,1
5770,1
5784,1
5789,1
5792,1
5794,1
5815,1
5838,1
5842,1
5849,1
5865,1
5867,1
5869,1
5875,1
5907,1
5935,1
5942,1
5946,1
5962,1
6010,1
6013,1
6079,1
6112,1
6145,1
6156,1
6157,1
6184,1
6216,1
6220,1
624,1
6254,1
6255,1
6268,1
6278,1
6301,1
6302,1
6309,1
6328,1
6337,1
6346,1
6349,1
6388,1
6398,1
6430,1
6447,1
6464,1
6467,1
6476,1
6487,1
6517,1
6522,1
6523,1
6555,1
6556,1
6564,1
660,1
6607,1
6625,1
6639,1
6643,1
6646,1
6662,1
6749,1
6781,1
6793,1
6794,1
6810,1
6814,1
6838,1
6902,1
6905,1
6907,1
6909,1
6919,1
7034,1
7052,1
7071,1
7097,1
7148,1
7160,1
72,1
7244,1
7248,1
7254,1
7267,1
7269,1
7271,1
7284,1
729,1
7296,1
7316,1
7344,1
7346,1
7349,1
7359,1
7416,1
7417,1
743,1
7434,1
7437,1
7471,1
75,1
7504,1
7541,1
7546,1
759,1
7670,1
7684,1
769,1
7693,1
7696,1
7713,1
7740,1
7741,1
7744,1
7751,1
7758,1
7851,1
7858,1
7931,1
7941,1
7960,1
7984,1
7994,1
8005,1
8019,1
8034,1
8063,1
8077,1
8093,1
8116,1
8131,1
8182,1
8194,1
8215,1
824,1
8260,1
8261,1
8299,1
8305,1
8316,1
849,1
85,1
855,1
856,1
863,1
871,1
890,1
897,1
9,1
938,1
966,1
986,1
