id,match
101,0
1039,0
1051,0
1052,0
1072,0
1076,0
1078,0
1084,0
1110,1
1112,1
1116,0
1127,0
1150,0
1194,0
1233,0
1247,1
125,0
1254,1
1289,1
1299,1
1302,0
1311,0
133,0
1332,1
1338,1
1400,0
1411,0
1450,0
1453,0
1487,0
1535,1
1538,0
1604,1
1662,1
1682,0
1689,1
1696,1
1699,1
1704,0
1730,1
1732,0
177,0
1783,0
1796,1
1799,0
1800,0
1807,0
181,1
1819,0
1850,0
1871,0
1881,0
1889,1
1910,1
1959,0
1977,0
1984,1
2016,0
2026,1
207,0
2073,0
2099,0
2103,1
2104,0
2157,0
2168,1
217,0
2189,0
2208,0
2236,0
2271,0
2276,0
2285,1
2330,1
2351,0
2393,0
2398,0
2400,0
2415,0
2428,0
2461,0
2476,0
2492,0
2509,1
2525,0
2530,1
2535,1
2557,0
2569,1
2615,0
2629,0
2646,0
2668,0
2675,0
2681,0
2720,1
2738,0
2743,0
2815,0
2852,1
2854,1
2881,1
2884,0
2903,0
2908,0
2912,0
292,0
2964,0
2969,1
2985,0
2986,0
2996,0
3024,0
304,0
3048,0
3059,0
3062,0
307,0
3105,0
3158,0
3159,0
3160,0
3166,0
3176,0
3179,0
3219,0
3262,1
3323,0
3362,0
3395,0
3396,1
3476,0
3492,0
3497,0
3501,0
3512,0
352,0
3556,0
3558,1
3559,1
3571,0
3583,0
3588,0
359,0
3592,0
3670,1
369,0
3703,0
3705,1
3716,1
3736,0
3747,1
3789,0
3844,0
3867,0
3877,0
3879,0
3882,0
3919,0
3982,0
4024,0
4078,0
4083,0
4100,1
4125,0
4141,0
4145,0
4168,0
4171,0
4176,0
4206,1
4227,1
424,0
434,1
4347,0
435,0
4361,1
4428,0
4488,1
4489,1
4491,1
4494,0
4502,0
4550,0
4568,1
4583,1
4596,0
460,0
4607,0
4638,0
4651,0
4711,0
4738,0
4757,1
4759,0
4762,0
4785,0
4805,1
4833,0
4860,0
4870,1
4886,1
4892,0
4914,0
4917,0
4935,0
4952,1
4976,0
4987,0
5004,1
5005,1
5016,1
5059,0
5110,0
5128,0
514,0
5173,0
5183,0
52,1
5217,0
5225,0
5262,1
527,0
5334,0
5369,0
5455,0
5482,0
5487,1
5501,1
5524,0
5534,0
5540,0
5546,1
5547,0
5562,0
557,0
5570,0
5600,0
5607,0
561,0
5631,1
5633,1
5635,0
5654,0
5656,0
5672,0
5704,0
5707,0
5770,0
5784,0
5789,1
5792,1
5794,1
5815,0
5838,0
5842,0
5849,0
5865,0
5867,0
5869,1
5875,0
5907,1
5935,0
5942,0
5946,0
5962,0
6010,0
6013,0
6079,0
6112,1
6145,0
6156,0
6157,0
6184,0
6216,1
6220,0
624,1
6254,1
6255,0
6268,0
6278,0
6301,0
6302,0
6309,0
6328,0
6337,0
6346,1
6349,0
6388,0
6398,1
6430,0
6447,1
6464,0
6467,0
6476,0
6487,0
6517,0
6522,0
6523,0
6555,1
6556,1
6564,0
660,1
6607,0
6625,1
6639,0
6643,0
6646,0
6662,0
6749,1
6781,0
6793,0
6794,0
6810,1
6814,0
6838,0
6902,1
6905,0
6907,0
6909,0
6919,0
7034,0
7052,0
7071,0
7097,1
7148,0
7160,0
72,0
7244,0
7248,0
7254,1
7267,1
7269,1
7271,0
7284,0
729,1
7296,0
7316,0
7344,0
7346,0
7349,0
7359,0
7416,0
7417,0
743,0
7434,1
7437,1
7471,0
75,1
7504,1
7541,0
7546,0
759,0
7670,0
7684,0
769,0
7693,1
7696,0
7713,0
7740,0
7741,0
7744,0
7751,0
7758,0
7851,0
7858,0
7931,0
7941,0
7960,1
7984,0
7994,0
8005,1
8019,1
8034,0
8063,0
8077,0
8093,1
8116,0
8131,0
8182,0
8194,0
8215,0
824,0
8260,0
8261,1
8299,0
8305,0
8316,0
849,0
85,0
855,1
856,0
863,0
871,0
890,0
897,0
9,0
938,0
966,0
986,0
